loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6190,3459529,K04984.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,231.364508,4.01E-03,-4.01E-03,299.729,1.82E-02,-1.82E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.27454,38.564781,15.267
6191,3532510,K04985.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,106.779168,1.19E-03,-1.19E-03,146.11456,8.12E-03,-8.12E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.72379,38.624229,12.598
6192,3540873,K04986.01,,CANDIDATE,CANDIDATE,,0,0,0,0,444.04257,2.84E-02,-2.84E-02,334.6734,3.99E-02,-3.99E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.3548,38.672531,14.795
6193,3542117,K04987.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,12.5748872,2.38E-04,-2.38E-04,143.1278,1.34E-02,-1.34E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.72061,38.697578,14.94
6194,3542928,K04988.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,484.172005,8.31E-03,-8.31E-03,545.2208,1.03E-02,-1.03E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.96146,38.673439,13.881
6195,3545749,K04989.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,277.77499,3.69E-02,-3.69E-02,351.829,1.08E-01,-1.08E-01,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.7262,38.6866,15.058
6196,3546821,K04990.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,561.08191,4.66E-02,-4.66E-02,133.5178,5.74E-02,-5.74E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.00742,38.617329,12.602
6197,3548645,K04991.01,,CANDIDATE,CANDIDATE,,0,0,0,0,211.330867,7.47E-03,-7.47E-03,244.953,3.39E-02,-3.39E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.4809,38.654121,15.27
6198,3553900,K04992.01,,CANDIDATE,CANDIDATE,,0,0,0,0,12.5747207,1.27E-04,-1.27E-04,142.34553,9.19E-03,-9.19E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.77448,38.654381,15.133
6199,3554819,K04993.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,43.22793081,,,144.4486525,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.99844,38.617439,12.654
6200,3555178,K04994.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,528.10984,5.24E-02,-5.24E-02,155.1493,4.82E-02,-4.82E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.08191,38.630859,12.143
6201,3632330,K04995.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,63.12379762,,,147.195046,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.32892,38.707802,15.008
6202,3641216,K04996.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,358.5445555,,,376.8056254,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.19086,38.77953,13.044
6203,3644399,K04997.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,119.669671,6.83E-03,-6.83E-03,176.1667,5.56E-02,-5.56E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.12909,38.740528,15.493
6204,3644649,K04998.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,598.31791,4.37E-02,-4.37E-02,295.9314,5.27E-02,-5.27E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.19971,38.71133,14.415
6205,3646449,K04999.01,,CANDIDATE,CANDIDATE,,0,0,0,0,65.752109,1.93E-03,-1.93E-03,183.3112,2.49E-02,-2.49E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.65906,38.712158,15.478
6206,3646515,K05000.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,249.613773,,,201.4461838,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.67603,38.79491,15.368
6207,3647097,K05001.01,,CANDIDATE,CANDIDATE,,0,0,0,0,59.9655175,7.85E-04,-7.85E-04,140.9936,1.22E-02,-1.22E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.82471,38.779911,14.647
6208,3730176,K05002.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,399.49671,2.03E-02,-2.03E-02,368.4202,1.47E-02,-1.47E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.8573,38.820068,12.796
6209,3748239,K05003.01,,CANDIDATE,CANDIDATE,,0,0,0,0,112.951287,3.74E-03,-3.74E-03,172.0238,1.82E-02,-1.82E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.78705,38.863152,13.446
6210,3751118,K05004.01,,CANDIDATE,CANDIDATE,,0,0,0,0,103.363691,2.27E-03,-2.27E-03,194.152,1.87E-02,-1.87E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.5578,38.8503,14.505
6211,3755522,K05005.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,251.958533,4.10E-03,-4.10E-03,367.3803,1.12E-02,-1.12E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.65378,38.8339,12.289
6212,3757521,K05006.01,,CANDIDATE,CANDIDATE,,0,0,0,0,126.5145764,,,167.3005742,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.12369,38.81583,12.5
6213,3758499,K05007.01,,CANDIDATE,CANDIDATE,,0,0,0,0,14.5168151,2.30E-04,-2.30E-04,137.5579,1.32E-02,-1.32E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.36734,38.846889,13.698
6214,3758499,K05007.02,,CANDIDATE,CANDIDATE,,0,0,0,0,80.881757,3.22E-03,-3.22E-03,136.6708,1.96E-02,-1.96E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.36734,38.846889,13.698
6215,3763724,K05008.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,225.4342042,,,210.1832295,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.55817,38.846802,15.166
6216,3834728,K05009.01,,CANDIDATE,CANDIDATE,,0,0,0,0,359.98653,1.21E-02,-1.21E-02,352.5338,2.83E-02,-2.83E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.23233,38.991749,15.155
6217,3836450,K05010.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.540399732,7.31E-06,-7.31E-06,131.99296,5.02E-03,-5.02E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.95206,38.960941,13.328
6218,3836509,K05011.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.540389045,2.59E-06,-2.59E-06,131.99987,1.43E-03,-1.43E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.9718,38.936481,13.561
6219,3836522,K05012.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.540393027,1.50E-06,-1.50E-06,131.998449,8.78E-04,-8.78E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.97745,38.913261,14.844
6220,3846515,K05013.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.888045184,3.15E-06,-3.15E-06,131.84685,2.70E-03,-2.70E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.33026,38.917721,12.807
6221,3848665,K05014.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,359.04147,2.11E-02,-2.11E-02,274.206,4.66E-02,-4.66E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.97659,38.996101,14.96
6222,3848919,K05015.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.52363021,2.50E-08,-2.50E-08,131.7669254,3.96E-05,-3.96E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.05634,38.974411,13.901
6223,3848948,K05016.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.523632451,3.62E-06,-3.62E-06,131.76512,6.09E-03,-6.09E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.06427,38.970661,10.061
6224,3852865,K05017.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,492.25299,1.11E-02,-1.11E-02,520.86,1.80E-02,-1.80E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.13519,38.926491,13.465
6225,3854101,K05018.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,293.5056071,7.30E-04,-7.30E-04,328.7269,2.18E-03,-2.18E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.4649,38.907421,15.184
6226,3858926,K05019.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,25.95247,1.08E-03,-1.08E-03,149.0004,3.26E-02,-3.26E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.70566,38.95528,13.357
6227,3859890,K05020.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,4.34573349,3.58E-05,-3.58E-05,134.40693,9.02E-03,-9.02E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.93387,38.944839,13.864
6228,3863877,K05021.01,,CANDIDATE,CANDIDATE,,0,0,0,0,288.07937,3.76E-03,-3.76E-03,355.49261,9.33E-03,-9.33E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.90323,38.95647,15.212
6229,3865815,K05022.01,,CANDIDATE,CANDIDATE,,0,0,0,0,117.2680843,,,146.7201011,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.35132,38.92704,12.501
6230,3867593,K05023.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,73.3377984,1.15E-04,-1.15E-04,136.58646,1.24E-03,-1.24E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.69751,38.902,13.559
6231,3941219,K05024.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,282.159571,8.01E-03,-8.01E-03,259.9132,2.09E-02,-2.09E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.40594,39.020889,10.826
6232,3953106,K05025.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,6.58729511,7.27E-05,-7.27E-05,133.3652,1.32E-02,-1.32E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.17975,39.099651,14.035
6233,3953212,K05026.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,459.23193,1.42E-02,-1.42E-02,192.7716,1.92E-02,-1.92E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.21167,39.093189,13.469
6234,3955444,K05027.01,,CANDIDATE,CANDIDATE,,0,0,0,0,62.312419,1.25E-03,-1.25E-03,146.119,1.40E-02,-1.40E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.82446,39.00618,13.172
6235,3962728,K05028.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,25.9493253,5.85E-04,-5.85E-04,155.024,1.47E-02,-1.47E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.6925,39.022141,15.742
6236,3965326,K05029.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,212.76701,1.39E-02,-1.39E-02,167.485,6.13E-02,-6.13E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.33981,39.07333,12.045
6237,3968809,K05030.01,,CANDIDATE,CANDIDATE,,0,0,0,0,411.8969,1.43E-02,-1.43E-02,379.0087,1.51E-02,-1.51E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.18872,39.01865,14.452
6238,3970397,K05031.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,34.33339948,,,152.0693144,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.51279,39.08849,12.152
6239,3973549,K05032.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,1.389947459,5.22E-07,-5.22E-07,132.266549,3.17E-04,-3.17E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.10361,39.056221,14.293
6240,3974928,K05033.01,,CANDIDATE,CANDIDATE,,0,0,0,0,127.671711,2.19E-03,-2.19E-03,227.0906,1.23E-02,-1.23E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.35797,39.078579,13.832
6241,4058169,K05034.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,282.5363563,1.15E-04,-1.15E-04,241.528666,2.03E-04,-2.03E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.8476,39.143566,13.252
6242,4063943,K05035.01,,CANDIDATE,CANDIDATE,,0,0,0,0,115.2314507,,,211.6353632,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.29913,39.188389,15.879
6243,4068391,K05036.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,289.490952,7.28E-03,-7.28E-03,363.4177,1.23E-02,-1.23E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.40005,39.171589,15.14
6244,4071638,K05037.01,,CANDIDATE,CANDIDATE,,0,0,0,0,349.58811,1.25E-02,-1.25E-02,183.0587,2.73E-02,-2.73E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.16342,39.180187,12.989
6245,4077252,K05038.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.534109403,6.53E-07,-6.53E-07,131.80501,1.05E-03,-1.05E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.30716,39.117119,12.314
6246,4077767,K05039.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,168.77118,1.09E-02,-1.09E-02,233.3138,2.81E-02,-2.81E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.40408,39.169811,15.941
6247,4135912,K05040.01,,CANDIDATE,CANDIDATE,,0,0,0,0,29.6094263,3.07E-04,-3.07E-04,141.2485,8.00E-03,-8.00E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.66583,39.252041,14.385
6248,4144238,K05041.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,22.9138322,4.14E-04,-4.14E-04,140.6387,1.56E-02,-1.56E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.83432,39.214298,13.757
6249,4147171,K05042.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,538.36855,2.70E-02,-2.70E-02,232.5637,4.90E-02,-4.90E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.78134,39.28825,15.674
6250,4149060,K05043.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,65.5327181,7.62E-04,-7.62E-04,151.4591,1.10E-02,-1.10E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.31668,39.235088,15.319
6251,4150972,K05044.01,,CANDIDATE,CANDIDATE,,0,0,0,0,161.537665,5.43E-03,-5.43E-03,280.9898,3.00E-02,-3.00E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.8313,39.278,12.426
6252,4160006,K05045.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.018360336,1.49E-06,-1.49E-06,131.67768,1.82E-03,-1.82E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.1795,39.238621,14.299
6253,4164511,K05046.01,,CANDIDATE,CANDIDATE,,0,0,0,0,40.9882124,6.80E-04,-6.80E-04,152.2483,1.13E-02,-1.13E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.24701,39.236691,13.006
6254,4179201,K05047.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,326.70552,1.31E-02,-1.31E-02,439.648,1.15E-02,-1.15E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.32437,39.292881,14.703
6255,4241238,K05048.01,,CANDIDATE,CANDIDATE,,0,0,0,0,138.333748,1.69E-03,-1.69E-03,209.39452,7.92E-03,-7.92E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.63876,39.355179,13.419
6256,4242806,K05049.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,343.49816,2.22E-02,-2.22E-02,340.5486,3.95E-02,-3.95E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.18643,39.357288,14.26
6257,4245861,K05050.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,11.2582311,2.76E-04,-2.76E-04,140.7718,2.45E-02,-2.45E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.37234,39.3423,15.902
6258,4246343,K05051.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,139.5421915,,,186.9535324,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.5657,39.38969,13.836
6259,4253860,K05052.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,155.046089,1.51E-03,-1.51E-03,166.60575,9.15E-03,-9.15E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.23367,39.38652,12.649
6260,4274816,K05053.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,14.3641542,2.67E-04,-2.67E-04,144.2631,1.62E-02,-1.62E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.57065,39.331402,14.016
6261,4276114,K05054.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,3.722404453,1.83E-06,-1.83E-06,133.56824,4.06E-04,-4.06E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.85513,39.30534,15.691
6262,4281023,K05055.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,230.385488,2.33E-03,-2.33E-03,268.65697,6.96E-03,-6.96E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.87695,39.336391,13.264
6263,4281700,K05056.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,222.8490931,,,340.6821732,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.01428,39.35688,14.786
6264,4346339,K05057.01,,CANDIDATE,CANDIDATE,,0,0,0,0,493.74242,1.04E-02,-1.04E-02,149.1145,1.22E-02,-1.22E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.34329,39.413849,12.518
6265,4365461,K05058.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.714414962,3.90E-08,-3.90E-08,131.8661453,1.88E-05,-1.88E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.69095,39.425442,13.309
6266,4366923,K05059.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,646.2878933,9.46E-05,-9.46E-05,234.150707,1.03E-04,-1.03E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.11526,39.49855,13.03
6267,4449752,K05060.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,290.438547,9.35E-03,-9.35E-03,283.0998,1.93E-02,-1.93E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.85861,39.592579,13.064
6268,4455763,K05061.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.766298172,1.32E-07,-1.32E-07,131.687569,1.50E-04,-1.50E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.07651,39.570438,15.581
6269,4459503,K05062.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,260.311199,,,314.5841346,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.14111,39.532299,14.34
6270,4464689,K05063.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,574.37064,2.46E-02,-2.46E-02,391.2165,4.31E-02,-4.31E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.68643,39.510571,12.928
6271,4469825,K05064.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,253.87706,1.62E-02,-1.62E-02,197.0254,5.90E-02,-5.90E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.1196,39.562302,12.724
6272,4470888,K05065.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,523.36921,1.34E-03,-1.34E-03,185.174,2.49E-03,-2.49E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.40259,39.567131,15.577
6273,4471313,K05066.01,,CANDIDATE,CANDIDATE,,0,0,0,0,110.089267,2.36E-03,-2.36E-03,174.2529,1.79E-02,-1.79E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.51175,39.528271,15.792
6274,4478142,K05067.01,,CANDIDATE,CANDIDATE,,0,0,0,0,219.931324,6.70E-03,-6.70E-03,329.3836,2.26E-02,-2.26E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.1868,39.575691,14.254
6275,4484179,K05068.01,,CANDIDATE,CANDIDATE,,0,0,0,0,385.29212,1.48E-02,-1.48E-02,440.5319,2.37E-02,-2.37E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.4227,39.579391,13.086
6276,4540508,K05069.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,362.1273,1.65E-02,-1.65E-02,302.6897,2.70E-02,-2.70E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.98965,39.631908,15.84
6277,4565943,K05070.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,353.36705,1.62E-02,-1.62E-02,412.2698,1.59E-02,-1.59E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.91196,39.651348,9.725
6278,4566848,K05071.01,,CANDIDATE,CANDIDATE,,0,0,0,0,180.4118581,7.34E-04,-7.34E-04,142.86513,3.47E-03,-3.47E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.16476,39.631561,15.656
6279,4570555,K05072.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,4.750256809,8.45E-06,-8.45E-06,134.63889,1.44E-03,-1.44E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.09631,39.647079,11.54
6280,4586482,K05073.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,623.005238,1.45E-04,-1.45E-04,201.386299,1.79E-04,-1.79E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.48386,39.63649,14.023
6281,4647949,K05074.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,45.41810604,,,166.3910358,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.72604,39.716808,14.022
6282,4678873,K05075.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,1.878877205,5.82E-07,-5.82E-07,133.074035,2.62E-04,-2.62E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.42007,39.77375,12.725
6283,4732015,K05076.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.938857507,1.15E-07,-1.15E-07,132.206796,1.02E-04,-1.02E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.8252,39.802509,10.147
6284,4732015,K05076.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.939740093,1.05E-06,-1.05E-06,131.7401,1.05E-03,-1.05E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.8252,39.802509,10.147
6285,4732137,K05077.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,393.946106,5.32E-03,-5.32E-03,334.4022,1.30E-02,-1.30E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.88327,39.816689,12.768
6286,4736439,K05078.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,194.896925,3.91E-03,-3.91E-03,252.0208,1.52E-02,-1.52E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.61954,39.85696,13.562
6287,4737848,K05079.01,,CANDIDATE,CANDIDATE,,0,0,0,0,56.001782,6.04E-04,-6.04E-04,144.09684,8.49E-03,-8.49E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.09619,39.827278,13.228
6288,4740375,K05080.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,471.9507625,,,172.3928906,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.87711,39.836239,14.817
