loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition
1950,8958035,K01391.01,,FALSE POSITIVE,FALSE POSITIVE
1951,9040849,K01392.01,,FALSE POSITIVE,FALSE POSITIVE
1952,9202151,K01393.01,,CANDIDATE,CANDIDATE
1953,8937021,K01394.01,,FALSE POSITIVE,FALSE POSITIVE
1954,8935810,K01395.01,Kepler-1747 b,CONFIRMED,CANDIDATE
1955,9455556,K01396.01,Kepler-294 c,CONFIRMED,CANDIDATE
1956,9455556,K01396.02,Kepler-294 b,CONFIRMED,CANDIDATE
1957,9427402,K01397.01,,CANDIDATE,CANDIDATE
1958,9269281,K01398.01,Kepler-1748 b,CONFIRMED,CANDIDATE
1959,9100484,K01399.01,,CANDIDATE,CANDIDATE
1960,9157908,K01400.01,,FALSE POSITIVE,FALSE POSITIVE
1961,9030447,K01401.01,,FALSE POSITIVE,FALSE POSITIVE
1962,9034103,K01402.01,Kepler-832 b,CONFIRMED,CANDIDATE
1963,9214942,K01403.01,Kepler-833 b,CONFIRMED,CANDIDATE
1964,8874090,K01404.01,Kepler-834 b,CONFIRMED,CANDIDATE
1965,8874090,K01404.02,,CANDIDATE,CANDIDATE
1966,9264949,K01405.01,Kepler-835 b,CONFIRMED,CANDIDATE
1967,9271752,K01406.01,Kepler-836 b,CONFIRMED,CANDIDATE
1968,9007866,K01407.01,,FALSE POSITIVE,FALSE POSITIVE
1969,9150827,K01408.01,Kepler-1749 b,CONFIRMED,CANDIDATE
1970,9150827,K01408.02,,FALSE POSITIVE,FALSE POSITIVE
1971,9391208,K01409.01,Kepler-837 b,CONFIRMED,CANDIDATE
1972,9391506,K01410.01,Kepler-838 b,CONFIRMED,CANDIDATE
1973,9425139,K01411.01,,CANDIDATE,CANDIDATE
1974,8950853,K01412.01,Kepler-839 b,CONFIRMED,CANDIDATE
1975,9006449,K01413.01,Kepler-295 b,CONFIRMED,CANDIDATE
1976,9006449,K01413.02,Kepler-295 c,CONFIRMED,CANDIDATE
1977,9006449,K01413.03,Kepler-295 d,CONFIRMED,CANDIDATE
1978,8916492,K01414.01,,FALSE POSITIVE,FALSE POSITIVE
1979,11193447,K01415.01,,FALSE POSITIVE,FALSE POSITIVE
1980,11517719,K01416.01,Kepler-840 b,CONFIRMED,FALSE POSITIVE
1981,11599264,K01417.01,,FALSE POSITIVE,FALSE POSITIVE
1982,11100657,K01418.01,,FALSE POSITIVE,FALSE POSITIVE
1983,11125936,K01419.01,,FALSE POSITIVE,FALSE POSITIVE
1984,11026304,K01420.01,,CANDIDATE,CANDIDATE
1985,11342550,K01421.01,,CANDIDATE,CANDIDATE
1986,11497958,K01422.01,Kepler-296 c,CONFIRMED,CANDIDATE
1987,11497958,K01422.02,Kepler-296 d,CONFIRMED,CANDIDATE
1988,11497958,K01422.03,Kepler-296 b,CONFIRMED,CANDIDATE
1989,11497958,K01422.04,Kepler-296 f,CONFIRMED,CANDIDATE
1990,11497958,K01422.05,Kepler-296 e,CONFIRMED,CANDIDATE
1991,11177707,K01423.01,Kepler-841 b,CONFIRMED,CANDIDATE
1992,11611600,K01424.01,Kepler-842 b,CONFIRMED,CANDIDATE
1993,11254382,K01425.01,Kepler-843 b,CONFIRMED,CANDIDATE
1994,11122894,K01426.01,Kepler-297 b,CONFIRMED,CANDIDATE
1995,11122894,K01426.02,Kepler-297 c,CONFIRMED,CANDIDATE
1996,11122894,K01426.03,Kepler-297 d,CONFIRMED,CANDIDATE
1997,11129738,K01427.01,Kepler-844 b,CONFIRMED,CANDIDATE
1998,11129738,K01427.02,,CANDIDATE,CANDIDATE
1999,11401182,K01428.01,Kepler-845 b,CONFIRMED,CANDIDATE
2000,11030711,K01429.01,Kepler-1750 b,CONFIRMED,CANDIDATE
2001,11176127,K01430.01,Kepler-298 b,CONFIRMED,CANDIDATE
2002,11176127,K01430.02,Kepler-298 c,CONFIRMED,CANDIDATE
2003,11176127,K01430.03,Kepler-298 d,CONFIRMED,CANDIDATE
2004,11075279,K01431.01,,CANDIDATE,CANDIDATE
2005,11014932,K01432.01,Kepler-299 c,CONFIRMED,CANDIDATE
2006,11014932,K01432.02,Kepler-299 d,CONFIRMED,CANDIDATE
2007,11014932,K01432.03,Kepler-299 b,CONFIRMED,CANDIDATE
2008,11014932,K01432.04,Kepler-299 e,CONFIRMED,CANDIDATE
2009,11288505,K01433.01,Kepler-846 b,CONFIRMED,CANDIDATE
2010,11493431,K01434.01,Kepler-847 b,CONFIRMED,CANDIDATE
2011,11037335,K01435.01,Kepler-300 c,CONFIRMED,CANDIDATE
2012,11037335,K01435.02,Kepler-300 b,CONFIRMED,CANDIDATE
2013,11389771,K01436.01,Kepler-301 b,CONFIRMED,CANDIDATE
2014,11389771,K01436.02,Kepler-301 d,CONFIRMED,CANDIDATE
2015,11389771,K01436.03,Kepler-301 c,CONFIRMED,CANDIDATE
2016,11599038,K01437.01,Kepler-1751 b,CONFIRMED,CANDIDATE
2017,11599038,K01437.02,,FALSE POSITIVE,FALSE POSITIVE
2018,11599038,K01437.03,,FALSE POSITIVE,FALSE POSITIVE
2019,11193263,K01438.01,Kepler-848 b,CONFIRMED,CANDIDATE
2020,11027624,K01439.01,Kepler-849 b,CONFIRMED,CANDIDATE
2021,11032227,K01440.01,Kepler-850 b,CONFIRMED,CANDIDATE
2022,11356260,K01441.01,Kepler-851 b,CONFIRMED,CANDIDATE
2023,11600889,K01442.01,Kepler-407 b,CONFIRMED,CANDIDATE
2024,11197126,K01443.01,,FALSE POSITIVE,FALSE POSITIVE
2025,11043167,K01444.01,Kepler-852 b,CONFIRMED,CANDIDATE
2026,11336883,K01445.01,Kepler-853 b,CONFIRMED,CANDIDATE
2027,11336883,K01445.02,,CANDIDATE,CANDIDATE
2028,11336883,K01445.03,,CANDIDATE,CANDIDATE
2029,12506351,K01446.01,,FALSE POSITIVE,FALSE POSITIVE
2030,7622486,K01447.01,,FALSE POSITIVE,FALSE POSITIVE
2031,7622486,K01447.02,,FALSE POSITIVE,FALSE POSITIVE
2032,9705459,K01448.01,,FALSE POSITIVE,FALSE POSITIVE
2033,7802136,K01449.01,,FALSE POSITIVE,FALSE POSITIVE
2034,7532973,K01450.01,Kepler-854 b,CONFIRMED,FALSE POSITIVE
2035,9632895,K01451.01,,FALSE POSITIVE,FALSE POSITIVE
2036,7449844,K01452.01,,FALSE POSITIVE,FALSE POSITIVE
2037,7842610,K01453.01,,FALSE POSITIVE,FALSE POSITIVE
2038,7830637,K01454.01,,FALSE POSITIVE,FALSE POSITIVE
2039,4760746,K01455.01,,CANDIDATE,CANDIDATE
2040,7832356,K01456.01,Kepler-855 b,CONFIRMED,CANDIDATE
2041,9643874,K01457.01,Kepler-856 b,CONFIRMED,CANDIDATE
2042,12120943,K01458.01,,CANDIDATE,CANDIDATE
2043,9761199,K01459.01,,FALSE POSITIVE,FALSE POSITIVE
2044,7751571,K01460.01,,FALSE POSITIVE,FALSE POSITIVE
2045,9579499,K01461.01,,FALSE POSITIVE,FALSE POSITIVE
2046,11913013,K01462.01,,FALSE POSITIVE,FALSE POSITIVE
2047,7672940,K01463.01,,FALSE POSITIVE,FALSE POSITIVE
2048,7838655,K01464.01,,FALSE POSITIVE,FALSE POSITIVE
2049,11702948,K01465.01,,CANDIDATE,CANDIDATE
2050,9512981,K01466.01,,CANDIDATE,CANDIDATE
2051,7770450,K01467.01,,FALSE POSITIVE,FALSE POSITIVE
2052,9851226,K01468.01,,FALSE POSITIVE,FALSE POSITIVE
2053,7543649,K01469.01,,FALSE POSITIVE,FALSE POSITIVE
2054,9480310,K01470.01,Kepler-1668 b,CONFIRMED,CANDIDATE
2055,11858748,K01471.01,,FALSE POSITIVE,FALSE POSITIVE
2056,7761545,K01472.01,Kepler-857 b,CONFIRMED,CANDIDATE
2057,7499398,K01473.01,,CANDIDATE,CANDIDATE
2058,12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE
2059,4770365,K01475.01,Kepler-1669 c,CONFIRMED,CANDIDATE
2060,4770365,K01475.02,Kepler-1669 b,CONFIRMED,CANDIDATE
2061,4770365,K01475.03,Kepler-1669 d,CONFIRMED,CANDIDATE
2062,12406749,K01476.01,Kepler-1752 b,CONFIRMED,CANDIDATE
2063,7811397,K01477.01,,CANDIDATE,CANDIDATE
2064,12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE
2065,9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE
2066,7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE
2067,7512982,K01480.02,,CANDIDATE,CANDIDATE
2068,9597806,K01481.01,Kepler-860 b,CONFIRMED,CANDIDATE
2069,7812167,K01482.01,,FALSE POSITIVE,FALSE POSITIVE
2070,11909686,K01483.01,,FALSE POSITIVE,FALSE POSITIVE
2071,11760959,K01484.01,,FALSE POSITIVE,FALSE POSITIVE
2072,9692345,K01485.01,,FALSE POSITIVE,FALSE POSITIVE
2073,7898352,K01486.01,Kepler-302 c,CONFIRMED,CANDIDATE
2074,7898352,K01486.02,Kepler-302 b,CONFIRMED,CANDIDATE
2075,12062667,K01487.01,,FALSE POSITIVE,FALSE POSITIVE
2076,9589323,K01488.01,Kepler-861 b,CONFIRMED,CANDIDATE
2077,9823487,K01489.01,Kepler-1753 b,CONFIRMED,CANDIDATE
2078,9602514,K01490.01,,FALSE POSITIVE,FALSE POSITIVE
2079,9726659,K01491.01,Kepler-862 b,CONFIRMED,CANDIDATE
2080,12108312,K01492.01,,FALSE POSITIVE,FALSE POSITIVE
2081,9842906,K01493.01,,FALSE POSITIVE,FALSE POSITIVE
2082,11821363,K01494.01,Kepler-1754 b,CONFIRMED,CANDIDATE
2083,7629518,K01495.01,Kepler-863 b,CONFIRMED,CANDIDATE
2084,4828341,K01496.01,,FALSE POSITIVE,FALSE POSITIVE
2085,11774387,K01497.01,,FALSE POSITIVE,FALSE POSITIVE
2086,9636135,K01498.01,Kepler-864 b,CONFIRMED,CANDIDATE
2087,9636135,K01498.02,Kepler-864 c,CONFIRMED,CANDIDATE
2088,7841925,K01499.01,Kepler-865 b,CONFIRMED,CANDIDATE
2089,7841925,K01499.02,,CANDIDATE,CANDIDATE
2090,7841925,K01499.03,Kepler-865 c,CONFIRMED,CANDIDATE
2091,9719634,K01500.01,,FALSE POSITIVE,FALSE POSITIVE
2092,7439316,K01501.01,Kepler-866 b,CONFIRMED,CANDIDATE
2093,12061238,K01502.01,,FALSE POSITIVE,FALSE POSITIVE
2094,12400538,K01503.01,Kepler-867 b,CONFIRMED,CANDIDATE
2095,9641018,K01504.01,,FALSE POSITIVE,FALSE POSITIVE
2096,9813499,K01505.01,Kepler-868 b,CONFIRMED,CANDIDATE
2097,12254792,K01506.01,Kepler-869 b,CONFIRMED,CANDIDATE
2098,12020218,K01507.01,Kepler-870 b,CONFIRMED,CANDIDATE
2099,7690844,K01508.01,Kepler-871 b,CONFIRMED,CANDIDATE
2100,9535080,K01509.01,,FALSE POSITIVE,FALSE POSITIVE
2101,11870545,K01510.01,,CANDIDATE,CANDIDATE
2102,7901948,K01511.01,Kepler-872 b,CONFIRMED,CANDIDATE
2103,11955499,K01512.01,,FALSE POSITIVE,FALSE POSITIVE
2104,9784222,K01513.01,,FALSE POSITIVE,FALSE POSITIVE
2105,9520668,K01514.01,,FALSE POSITIVE,FALSE POSITIVE
2106,7871954,K01515.01,Kepler-303 b,CONFIRMED,CANDIDATE
2107,7871954,K01515.02,Kepler-303 c,CONFIRMED,CANDIDATE
2108,12418724,K01516.01,Kepler-873 b,CONFIRMED,CANDIDATE
2109,7456001,K01517.01,Kepler-874 b,CONFIRMED,CANDIDATE
2110,7549209,K01518.01,Kepler-875 b,CONFIRMED,CANDIDATE
2111,7663405,K01519.01,Kepler-876 b,CONFIRMED,CANDIDATE
2112,7663405,K01519.02,,CANDIDATE,CANDIDATE
2113,9765975,K01520.01,Kepler-877 b,CONFIRMED,CANDIDATE
2114,9818462,K01521.01,Kepler-878 b,CONFIRMED,CANDIDATE
2115,12266636,K01522.01,Kepler-879 b,CONFIRMED,CANDIDATE
2116,12266636,K01522.02,,CANDIDATE,CANDIDATE
2117,9850893,K01523.01,,FALSE POSITIVE,FALSE POSITIVE
2118,4826110,K01524.01,,FALSE POSITIVE,FALSE POSITIVE
2119,7869917,K01525.01,Kepler-880 b,CONFIRMED,CANDIDATE
2120,7869917,K01525.02,Kepler-880 c,CONFIRMED,CANDIDATE
2121,9824805,K01526.01,Kepler-881 b,CONFIRMED,CANDIDATE
2122,7768451,K01527.01,,CANDIDATE,CANDIDATE
2123,7691260,K01528.01,Kepler-882 b,CONFIRMED,CANDIDATE
2124,9821454,K01529.01,Kepler-59 c,CONFIRMED,CANDIDATE
2125,9821454,K01529.02,Kepler-59 b,CONFIRMED,CANDIDATE
2126,11954842,K01530.01,Kepler-883 b,CONFIRMED,CANDIDATE
2127,11764462,K01531.01,Kepler-884 b,CONFIRMED,CANDIDATE
2128,11656246,K01532.01,Kepler-885 b,CONFIRMED,CANDIDATE
2129,7808587,K01533.01,Kepler-886 b,CONFIRMED,CANDIDATE
2130,4741126,K01534.01,Kepler-887 b,CONFIRMED,CANDIDATE
2131,4741126,K01534.02,Kepler-887 c,CONFIRMED,CANDIDATE
2132,11669125,K01535.01,Kepler-888 b,CONFIRMED,CANDIDATE
2133,12159249,K01536.01,Kepler-889 b,CONFIRMED,CANDIDATE
2134,9872292,K01537.01,,CANDIDATE,CANDIDATE
2135,9963461,K01538.01,,FALSE POSITIVE,FALSE POSITIVE
2136,8081482,K01539.01,,FALSE POSITIVE,FALSE POSITIVE
2137,5649956,K01540.01,,FALSE POSITIVE,FALSE POSITIVE
2138,4840513,K01541.01,,FALSE POSITIVE,FALSE POSITIVE
2139,4840513,K01541.02,,FALSE POSITIVE,FALSE POSITIVE
2140,8113154,K01542.01,,FALSE POSITIVE,FALSE POSITIVE
2141,5270698,K01543.01,,FALSE POSITIVE,FALSE POSITIVE
2142,5024450,K01544.01,,FALSE POSITIVE,FALSE POSITIVE
2143,5282049,K01545.01,,FALSE POSITIVE,FALSE POSITIVE
2144,5282049,K01545.02,,FALSE POSITIVE,FALSE POSITIVE
2145,5475431,K01546.01,,CANDIDATE,CANDIDATE
2146,5283458,K01547.01,,CANDIDATE,CANDIDATE
2147,9940565,K01548.01,,FALSE POSITIVE,FALSE POSITIVE
2148,8053552,K01549.01,,CANDIDATE,CANDIDATE
2149,8111381,K01550.01,,FALSE POSITIVE,FALSE POSITIVE
2150,5444549,K01551.01,,FALSE POSITIVE,FALSE POSITIVE
2151,7984047,K01552.01,,CANDIDATE,CANDIDATE
2152,7951018,K01553.01,Kepler-890 b,CONFIRMED,CANDIDATE
2153,9899355,K01554.01,,FALSE POSITIVE,FALSE POSITIVE
2154,12644774,K01555.01,,FALSE POSITIVE,FALSE POSITIVE
2155,9902856,K01556.01,,FALSE POSITIVE,FALSE POSITIVE
2156,5371776,K01557.01,Kepler-304 b,CONFIRMED,CANDIDATE
2157,5371776,K01557.02,Kepler-304 d,CONFIRMED,CANDIDATE
2158,5371776,K01557.03,Kepler-304 c,CONFIRMED,CANDIDATE
2159,5371776,K01557.04,Kepler-304 e,CONFIRMED,CANDIDATE
2160,10019763,K01558.01,,FALSE POSITIVE,FALSE POSITIVE
2161,9899280,K01559.01,,FALSE POSITIVE,FALSE POSITIVE
2162,8046659,K01560.01,,CANDIDATE,CANDIDATE
2163,4940438,K01561.01,,FALSE POSITIVE,FALSE POSITIVE
2164,5308663,K01562.01,,FALSE POSITIVE,FALSE POSITIVE
2165,5308663,K01562.02,,CANDIDATE,CANDIDATE
2166,5219234,K01563.01,Kepler-305 b,CONFIRMED,CANDIDATE
2167,5219234,K01563.02,Kepler-305 c,CONFIRMED,CANDIDATE
2168,5219234,K01563.03,Kepler-305 e,CONFIRMED,CANDIDATE
2169,5219234,K01563.04,Kepler-305 d,CONFIRMED,CANDIDATE
2170,5184584,K01564.01,Kepler-891 b,CONFIRMED,CANDIDATE
2171,5636648,K01565.01,,FALSE POSITIVE,FALSE POSITIVE
2172,5564247,K01566.01,,FALSE POSITIVE,FALSE POSITIVE
2173,5438099,K01567.01,Kepler-306 c,CONFIRMED,CANDIDATE
2174,5438099,K01567.02,Kepler-306 b,CONFIRMED,CANDIDATE
2175,5438099,K01567.03,Kepler-306 d,CONFIRMED,CANDIDATE
2176,5438099,K01567.04,Kepler-306 e,CONFIRMED,CANDIDATE
2177,5210475,K01568.01,,FALSE POSITIVE,FALSE POSITIVE
2178,8009350,K01569.01,Kepler-892 b,CONFIRMED,CANDIDATE
2179,8082001,K01570.01,Kepler-893 b,CONFIRMED,CANDIDATE
2180,5557821,K01571.01,,FALSE POSITIVE,FALSE POSITIVE
2181,10004519,K01572.01,Kepler-894 b,CONFIRMED,CANDIDATE
2182,5031857,K01573.01,Kepler-1755 b,CONFIRMED,CANDIDATE
2183,5031857,K01573.02,,CANDIDATE,CANDIDATE
2184,10028792,K01574.01,Kepler-87 b,CONFIRMED,CANDIDATE
2185,10028792,K01574.02,Kepler-87 c,CONFIRMED,CANDIDATE
2186,10028792,K01574.03,,CANDIDATE,CANDIDATE
2187,10028792,K01574.04,,CANDIDATE,CANDIDATE
2188,5553652,K01575.01,,FALSE POSITIVE,FALSE POSITIVE
2189,5299459,K01576.01,Kepler-307 b,CONFIRMED,CANDIDATE
2190,5299459,K01576.02,Kepler-307 c,CONFIRMED,CANDIDATE
2191,5299459,K01576.03,,CANDIDATE,CANDIDATE
2192,12506770,K01577.01,Kepler-895 b,CONFIRMED,CANDIDATE
2193,5629985,K01578.01,,FALSE POSITIVE,FALSE POSITIVE
2194,9898364,K01579.01,,FALSE POSITIVE,FALSE POSITIVE
2195,5193400,K01580.01,,FALSE POSITIVE,FALSE POSITIVE
2196,7939330,K01581.01,Kepler-896 c,CONFIRMED,CANDIDATE
2197,7939330,K01581.02,Kepler-896 b,CONFIRMED,CANDIDATE
2198,4918309,K01582.01,,CANDIDATE,CANDIDATE
2199,12602568,K01583.01,Kepler-897 b,CONFIRMED,CANDIDATE
2200,9941066,K01584.01,Kepler-898 b,CONFIRMED,CANDIDATE
2201,5470739,K01585.01,Kepler-899 b,CONFIRMED,CANDIDATE
2202,10022908,K01586.01,Kepler-900 b,CONFIRMED,CANDIDATE
2203,9932970,K01587.01,,CANDIDATE,CANDIDATE
2204,5617854,K01588.01,Kepler-901 b,CONFIRMED,CANDIDATE
2205,5301750,K01589.01,Kepler-84 b,CONFIRMED,CANDIDATE
2206,5301750,K01589.02,Kepler-84 c,CONFIRMED,CANDIDATE
2207,5301750,K01589.03,Kepler-84 e,CONFIRMED,CANDIDATE
2208,5301750,K01589.04,Kepler-84 d,CONFIRMED,CANDIDATE
2209,5301750,K01589.05,Kepler-84 f,CONFIRMED,CANDIDATE
2210,5542466,K01590.01,,CANDIDATE,CANDIDATE
2211,5542466,K01590.02,Kepler-1756 b,CONFIRMED,CANDIDATE
2212,5542466,K01590.03,,CANDIDATE,CANDIDATE
2213,10028140,K01591.01,Kepler-1757 b,CONFIRMED,CANDIDATE
2214,5217586,K01592.01,,FALSE POSITIVE,FALSE POSITIVE
2215,5289854,K01593.01,Kepler-308 b,CONFIRMED,CANDIDATE
2216,5289854,K01593.02,Kepler-308 c,CONFIRMED,CANDIDATE
2217,9895709,K01594.01,,FALSE POSITIVE,FALSE POSITIVE
2218,10006581,K01595.01,Kepler-902 b,CONFIRMED,CANDIDATE
2219,10027323,K01596.01,Kepler-309 b,CONFIRMED,CANDIDATE
2220,10027323,K01596.02,Kepler-309 c,CONFIRMED,CANDIDATE
2221,5039228,K01597.01,,CANDIDATE,CANDIDATE
2222,10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE
2223,10004738,K01598.02,Kepler-310 d,CONFIRMED,CANDIDATE
2224,10004738,K01598.03,Kepler-310 b,CONFIRMED,CANDIDATE
2225,5474613,K01599.01,Kepler-1659 c,CONFIRMED,CANDIDATE
2226,5474613,K01599.02,Kepler-1659 b,CONFIRMED,CANDIDATE
2227,4860932,K01600.01,,FALSE POSITIVE,FALSE POSITIVE
2228,5438757,K01601.01,Kepler-903 b,CONFIRMED,CANDIDATE
2229,5438757,K01601.02,Kepler-903 c,CONFIRMED,CANDIDATE
2230,4860678,K01602.01,Kepler-1758 b,CONFIRMED,CANDIDATE
2231,4860678,K01602.02,,CANDIDATE,CANDIDATE
2232,5177104,K01603.01,Kepler-904 b,CONFIRMED,CANDIDATE
2233,10033279,K01604.01,,FALSE POSITIVE,FALSE POSITIVE
2234,5009189,K01605.01,,FALSE POSITIVE,FALSE POSITIVE
2235,9886661,K01606.01,Kepler-905 b,CONFIRMED,CANDIDATE
2236,5477805,K01607.01,,FALSE POSITIVE,FALSE POSITIVE
2237,10055126,K01608.01,Kepler-311 b,CONFIRMED,CANDIDATE
2238,10055126,K01608.02,Kepler-311 c,CONFIRMED,CANDIDATE
2239,10055126,K01608.03,Kepler-311 d,CONFIRMED,CANDIDATE
2240,5009743,K01609.01,Kepler-906 b,CONFIRMED,CANDIDATE
2241,5474733,K01610.01,,FALSE POSITIVE,FALSE POSITIVE
2242,12644769,K01611.01,,FALSE POSITIVE,FALSE POSITIVE
2243,10963065,K01612.01,Kepler-408 b,CONFIRMED,CANDIDATE
2244,6268648,K01613.01,Kepler-907 b,CONFIRMED,CANDIDATE
2245,6268648,K01613.02,,CANDIDATE,CANDIDATE
2246,6268648,K01613.03,,CANDIDATE,CANDIDATE
2247,10514429,K01614.01,,FALSE POSITIVE,FALSE POSITIVE
2248,4278221,K01615.01,Kepler-908 b,CONFIRMED,CANDIDATE
2249,9015738,K01616.01,Kepler-909 b,CONFIRMED,CANDIDATE
2250,9015738,K01616.02,,CANDIDATE,CANDIDATE
2251,6387969,K01617.01,,FALSE POSITIVE,FALSE POSITIVE
2252,7215603,K01618.01,Kepler-910 b,CONFIRMED,CANDIDATE
2253,4276716,K01619.01,,CANDIDATE,CANDIDATE
2254,6468337,K01620.01,,FALSE POSITIVE,FALSE POSITIVE
2255,5561278,K01621.01,Kepler-911 b,CONFIRMED,CANDIDATE
2256,7287683,K01622.01,,CANDIDATE,CANDIDATE
2257,11392618,K01623.01,,FALSE POSITIVE,FALSE POSITIVE
2258,6233890,K01624.01,,FALSE POSITIVE,FALSE POSITIVE
2259,6312314,K01625.01,,FALSE POSITIVE,FALSE POSITIVE
2260,6387542,K01626.01,Kepler-912 b,CONFIRMED,CANDIDATE
2261,6543893,K01627.01,Kepler-913 b,CONFIRMED,CANDIDATE
2262,6543893,K01627.02,Kepler-913 c,CONFIRMED,CANDIDATE
2263,6543893,K01627.03,,CANDIDATE,CANDIDATE
2264,6975129,K01628.01,Kepler-312 c,CONFIRMED,CANDIDATE
2265,6975129,K01628.02,Kepler-312 b,CONFIRMED,CANDIDATE
2266,6975129,K01628.03,,CANDIDATE,CANDIDATE
2267,8685497,K01629.01,Kepler-914 b,CONFIRMED,CANDIDATE
2268,9017682,K01630.01,,CANDIDATE,CANDIDATE
2269,9084778,K01631.01,,CANDIDATE,CANDIDATE
2270,9277896,K01632.01,Kepler-915 b,CONFIRMED,CANDIDATE
2271,9401997,K01633.01,Kepler-916 b,CONFIRMED,CANDIDATE
2272,10357040,K01634.01,,FALSE POSITIVE,FALSE POSITIVE
2273,10487119,K01635.01,,FALSE POSITIVE,FALSE POSITIVE
2274,10621666,K01636.01,,FALSE POSITIVE,FALSE POSITIVE
2275,10621666,K01636.02,,FALSE POSITIVE,FALSE POSITIVE
2276,10686864,K01637.01,Kepler-917 b,CONFIRMED,CANDIDATE
2277,10747439,K01638.01,,FALSE POSITIVE,FALSE POSITIVE
2278,10749128,K01639.01,,FALSE POSITIVE,FALSE POSITIVE
2279,10749128,K01639.02,,CANDIDATE,CANDIDATE
2280,10813841,K01640.01,,FALSE POSITIVE,FALSE POSITIVE
2281,10879038,K01641.01,Kepler-918 b,CONFIRMED,CANDIDATE
2282,10879656,K01642.01,,FALSE POSITIVE,FALSE POSITIVE
2283,10990917,K01643.01,Kepler-919 b,CONFIRMED,CANDIDATE
2284,11043136,K01644.01,,FALSE POSITIVE,FALSE POSITIVE
2285,11045383,K01645.01,,FALSE POSITIVE,FALSE POSITIVE
2286,11046025,K01646.01,Kepler-1759 b,CONFIRMED,CANDIDATE
2287,11153121,K01647.01,Kepler-313 b,CONFIRMED,CANDIDATE
2288,11153121,K01647.02,Kepler-313 c,CONFIRMED,CANDIDATE
2289,11153121,K01647.03,,CANDIDATE,CANDIDATE
2290,11177543,K01648.01,Kepler-1760 b,CONFIRMED,CANDIDATE
2291,11337141,K01649.01,Kepler-1761 b,CONFIRMED,CANDIDATE
2292,11337372,K01650.01,Kepler-920 b,CONFIRMED,CANDIDATE
2293,11337372,K01650.02,Kepler-920 c,CONFIRMED,CANDIDATE
2294,11337833,K01651.01,Kepler-921 b,CONFIRMED,CANDIDATE
2295,11391667,K01652.01,,FALSE POSITIVE,FALSE POSITIVE
2296,11392017,K01653.01,,FALSE POSITIVE,FALSE POSITIVE
2297,11546211,K01654.01,,FALSE POSITIVE,FALSE POSITIVE
2298,11547505,K01655.01,Kepler-922 b,CONFIRMED,CANDIDATE
2299,4471747,K01656.01,,CANDIDATE,CANDIDATE
2300,4474645,K01657.01,,FALSE POSITIVE,FALSE POSITIVE
2301,4570949,K01658.01,Kepler-76 b,CONFIRMED,CANDIDATE
2302,4650733,K01659.01,Kepler-1762 b,CONFIRMED,CANDIDATE
2303,4830605,K01660.01,,CANDIDATE,CANDIDATE
2304,4832197,K01661.01,,FALSE POSITIVE,FALSE POSITIVE
2305,4844004,K01662.01,,FALSE POSITIVE,FALSE POSITIVE
2306,4927315,K01663.01,,FALSE POSITIVE,FALSE POSITIVE
2307,4928119,K01664.01,,FALSE POSITIVE,FALSE POSITIVE
2308,4932442,K01665.01,Kepler-923 b,CONFIRMED,CANDIDATE
2309,4932442,K01665.02,,CANDIDATE,CANDIDATE
2310,5008501,K01666.01,,CANDIDATE,CANDIDATE
2311,5015913,K01667.01,,FALSE POSITIVE,FALSE POSITIVE
2312,5103942,K01668.01,,FALSE POSITIVE,FALSE POSITIVE
2313,5183357,K01669.01,Kepler-924 b,CONFIRMED,CANDIDATE
2314,5184709,K01670.01,,CANDIDATE,CANDIDATE
2315,5195172,K01671.01,Kepler-1763 b,CONFIRMED,CANDIDATE
2316,5269467,K01672.01,Kepler-925 b,CONFIRMED,CANDIDATE
2317,5271608,K01673.01,,FALSE POSITIVE,FALSE POSITIVE
2318,5357470,K01674.01,,FALSE POSITIVE,FALSE POSITIVE
2319,5360920,K01675.01,,CANDIDATE,CANDIDATE
2320,5443775,K01676.01,,FALSE POSITIVE,FALSE POSITIVE
2321,5526717,K01677.01,Kepler-926 b,CONFIRMED,CANDIDATE
2322,5526717,K01677.02,,CANDIDATE,CANDIDATE
2323,5527172,K01678.01,,FALSE POSITIVE,FALSE POSITIVE
2324,5529643,K01679.01,,FALSE POSITIVE,FALSE POSITIVE
2325,5530882,K01680.01,,FALSE POSITIVE,FALSE POSITIVE
2326,5531953,K01681.01,,CANDIDATE,CANDIDATE
2327,5531953,K01681.02,Kepler-1984 b,CONFIRMED,CANDIDATE
2328,5531953,K01681.03,,CANDIDATE,CANDIDATE
2329,5531953,K01681.04,,CANDIDATE,CANDIDATE
2330,5618071,K01682.01,,FALSE POSITIVE,FALSE POSITIVE
2331,6034945,K01683.01,Kepler-927 b,CONFIRMED,CANDIDATE
2332,6048024,K01684.01,,FALSE POSITIVE,FALSE POSITIVE
2333,6049190,K01685.01,Kepler-1764 b,CONFIRMED,CANDIDATE
2334,6149553,K01686.01,,FALSE POSITIVE,FALSE POSITIVE
